comment,label
<EMOJI_FACE_WITH_TEARS_OF_JOY> mirip ya acara sama india,1
negeri nyata sudah ubah jadi prindavanisia,1
vrindavan semua muka nya,1
tidak beda jauh sama india <EMOJI_INDONESIA> <EMOJI_INDIA>,1
telinga luar biasaah,0
hama apakah para presiden yang ada di jawa dan para wali allah sunan itu hama jadi yang sebar agama islam ke seluruh indonesia itu hama,1
apasih enak nya tonton sound <EMOJI_MOAI> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
orang sana memang tidak ada hibur lain kah,1
tidak ada hobi yang manfaat kah sih jawir ini,1
tebak di daerah mana,1
tidak ada faedah kocak,0
saya dnger dari hp saja sudah tidak enak asa apalagi ada di situ tidak bayang,0
wajah sdm rendah,1
apa yang di tonton bang aduh mending tidur di rumah <EMOJI_LOUDLY_CRYING_FACE>,0
sedih lihat <EMOJI_LOUDLY_CRYING_FACE>,0
para manusia dengan waktu luang yang sangat panjang,0
h haus hibur benar <EMOJI_LOUDLY_CRYING_FACE>,0
tonton speaker surup ta ini,0
kalau di temoat saya sudah di bakar speaker itu,0
perhati komuknya masyarakat miskin semua <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
otak nya pada ke cuci semua,0
npc nya bug cuy awoakwoakao,0
sampai budeg baru sadar,0
jawa hama jawa hama,1
kira apa ya yang ada pikir mereka <EMOJI_LOUDLY_CRYING_FACE>,0
kalau ada di kalimantan deh dilemparin orang pakai batu sound seperti begini <EMOJI_MOAI>,0
nape tidak nyalain di rumah masing masing sih sambil masak sambil strika kapan bisa murni nih benar,0
nah lapang kan bagus kedebgeran sampai langit ke,0
mungkin speaker baru masuk di sana lihat speaker sampai gitunya rame,0
di zaman nya om ku tahun an sepiker di tempat hajat selalu di tonton dan di joget sekarang di tahun kok masih ada,0
mukim telinga mereka dari baja tahan banting dan tahan panas,0
itu serius dari banyak sgitu orang tidak ada yang mau bakar soundnya,0
jawa timur jawa tengah jawa barat jawa hama awkowakowkok,1
pridavan sudah sampeh sini <EMOJI_CRYING_FACE>,1
pulau paling resah di indonesia,1
serius begitu doang kira dan ada artis ibu kota <EMOJI_FACE_WITH_TEARS_OF_JOY> rame benar soal,0
begini lah wujud muka sdm rendah,1
tuju india,1
hibur suku kurang kerja,1
hama bawa bawa biasa vrindavan kesini,1
jatim malu tidak sih,1
bisa nya hanya tiru vrindavan,1
mending ngopi depan teras sambil bengong,0
hibur kontol,0
sebab indonesia susah maju,1
ira ada yang nyanyi atau joget yang tonton rame kalau begitu mah mending nyuci bu di rumah ada hasil <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
persis sama orang vrindavan yang lagi tonton orang lagi modol,1
jatim bisa gusur saja tidak sih dari jawa,1
tidak ada beda sama vrindavan,1
lebih lihat seperti di vrindavan,1
vrindavan van jatim,1
mending saya tonton sinetron tukang bubur naik haji episode <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
alhamdulillah di daerah kami tidak ada <EMOJI_MOAI>,0
cukup jatim tuju,1
lihat salon jam,0
tebak iq,0
ya lanjut hobby mu kawan,1
madura kekx dari lagu,1
sdm rendah mikirlah apa yang kamu tonton,0
aura jamet nya kuat tidak tolong di jawa <EMOJI_FOLDED_HANDS_LIGHT_SKIN_TONE>,1
apa konser sudah mulai bosan sampai sampai sound sistem doang di tontonin <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
yang tonton mau di export ke vrindavan,1
ira vrindavan <EMOJI_LOUDLY_CRYING_FACE>,1
jir one oke rock menang lihat ini <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
hibur nya orang aneh plus bawah garis miskin awas entar di tiru sama vrindavan <EMOJI_MOAI> <EMOJI_MOAI>,1
vibes vrindavan nya kental sangat,1
tebak pulau inisial hama,1
bau pasti mirip mirip warga vrindavan,1
di bangladesh nih pasti,1
jawa krisis hibur,1
lampu bagus <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jawa india versi lite,1
jangan mirip sangat sama vrindavan,1
jamet jawir soundhoreg,1
sisa fokus infrastruktur dan abai didik <EMOJI_MOAI>,0
rajalela delhi,1
jatim ya saaya jateng saja malu lihat begitu maaf apa yang mau tonton speaker begitu oi <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
nyanyi cantik sangat <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
kamu beli headset yang super bas ful ini kan sama saja sensasi <EMOJI_MOAI>,0
ada lihat wajah wajah yang nikmat tidak,0
itu di mana india kah bang,1
bentar saya masih bingung yang di tonton apa ya sumpah segitu rame manusia kapai dan lihat apa ya di satu yang saya lihat ya hanya soundnya sumpah jadi tambah tidak respect sama jawa,1
mahluk mahluk apa ini,0
pasti jawa lagi,1
dengar speaker tonton speaker,0
makin kesini masyarakat di negeri konoha makin miris sama seperti perintah nya <EMOJI_FIRE>,0
jawa bagi mana ini,1
artis konser ketika lupa,0
pasti di jawa,1
dan jawa lagi,1
pada bego apa bagaimana sih ya,0
dari wajah sudah bisa lihat betapa tidak relevan hidup,0
hahahah ketika para sdm rendah kumpul,0
seperti orang india,1
ganggu jawa,1
jtm vrindavan norak,1
untung saya jateng,1
bingung lihat apa <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
hibur orang jawa,1
asli seperti vrindavan sangat <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
budaya vrindavan yang di adopsi oleh warga lokal <EMOJI_FIRE>,1
dokter tht di jatim bakal laris <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
kurang kerja sangat jaipur <EMOJI_MOAI> <EMOJI_MOAI>,1
sangat cengang,0
jamet mana ini,1
oh ini bentukanya cinta sound vrindavan <EMOJI_MOAI>,1
kelas bisa kalah sama hibur macam begini <EMOJI_MOAI>,0
kaum goblog kuping konslet,1
ledakin saja tidak sih <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
ikut dajjal nauzubillah,0
tonton orang jamet,1
makin hari makin pada gj jelas mlag bintin spekwr,0
tonton yang joget kali sekali test kuping,0
yang pasti di jawa,1
aura vrindavan nya kental sangat,1
artis speaker <EMOJI_FACE_WITH_TEARS_OF_JOY> kenapa jadi malu sendiri saya ya,0
musik paling tidak enak dengar,0
hama bikin malu indonesia,1
tiru dari kakek di vrindavan,1
lebih tarik tonton iklan di tv,0
manfaat nya apa enak nih buat partai <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
tidak erti sama pikir mereka apa yang mereka laku <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
cukup di jatim saja daerah lain tidak sudi ada horeg,1
selamat datang di vrindavan saya indonesia cukup tonton konser orang orgen tunggal sudah cukup boleh untuk happy <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
ya seperti ini lah sdm konoha bawah rata rata,1
jawa cabang vrindavan nntonin speaker wkwk,1
prijawa,1
lelaki perempuan semua nya campur astagfirullah,0
tonton wong tolol goblog se indonesia,1
itu hanya speaker doang woi,0
sadar tidak kamu pada,0
ya pantas saja lestari orang nya juga suka <EMOJI_MOAI>,0
masih saudara vrindavan,1
kronologi nya apa nih bang,0
jawa vrindavan hama,1
untung ini hanya di vrindavan,1
main ke palembang bang biar ta kamu arti nikmat musik yang sungguh,0
benar sdm rendah,0
ya tanggal nnggu yang salto doang ini,0
pada kenapa sih orang sana tidak habib tidak gusgusan tidak horeg semua di luar nalar,1
otak normal saya saya simpan dulu takut bawa gila <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
ini di jatim ya ges ya bukan di india <EMOJI_LOUDLY_CRYING_FACE>,1
vrindavan mah memang beda,1
jawa <EMOJI_FIRE> saya harap yang gasuka horeg tidak malu lihat orang bangsa seperti itu,1
india apa indonesia nih budaya nya mirip,1
o begitu ya tampang orang jawa,1
harga handset berapa sih bro kan enak sambil rebah mau lagu apa yang kamu putar <EMOJI_MOAI>,0
memang agak lain nih makhluk,0
kampung,0
isi kepala mana ya <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
ini orang india semua ya,1
itu lagi terapi telinga yang lagi masalah <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
gp asal jangan masuk pulau ku ya sana saja,1
andai kualitas suara yang hasil bagusini mah ah sudahlahhemang rendah <EMOJI_LOUDLY_CRYING_FACE>,0
itu benar hanya tonton speaker doang,0
jawa jawa parah sudah tidak tolong lagi,1
lah apa yang tonton <EMOJI_FACE_WITH_TEARS_OF_JOY> mending tonton layar tancep sekali,0
tonton begitu sudah pasti tahu kan aroma ketek bagaimana,0
kata ganggu kok di tonton,0
yakin tidak ada fasum atau genteng warga yang tidak di rusakin <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
wkwk tonton box speaker <EMOJI_FACE_WITH_TEARS_OF_JOY> parah dasar sdm rendah,0
serius nontonin benda mati <EMOJI_LOUDLY_CRYING_FACE>,0
pantesan banyak yang pilih fufufafa <EMOJI_MOAI>,0
dari tampang sudah rasa aura daerah nya,1
tonton gembel,0
penontonya bingung opo iki peh,0
owalah djawa djawa,1
pantesan tidak maju maju negara nya,0
<EMOJI_MOAI> pindah ke thailand sama pridavan cocok feat,1
jawa oh jawa,1
tonton ini speaker doang tidak ada yang sibuk kerja apa,0
muka jawa semua,1
sound horeg habib habib <EMOJI_MOAI>,0
aura prindavanny kuat sekali <EMOJI_MOAI> <EMOJI_LOUDLY_CRYING_FACE>,1
wajar kalau negara tetangga selalu bilang kalau indonesia ber iq rendah,1
apa istimewahna bjir <EMOJI_LOUDLY_CRYING_FACE>,0
jawa minim aqidah,1
tidak heran sih negara lain katai indonesia seperti vrindavan <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
cuman bengong saja fungsi dan seni mana,0
jawa makin vrindavan <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
seperti masih tahun an sana <EMOJI_LOUDLY_CRYING_FACE>  emoji folded hands medium-dark skin tone ,0
ini di jaipur atau vrindavan,1
kurang hibur edukatif,0
serius itu yang pakai hoodie tidak gerah apa saya saja yang lihat gerah,0
seni di mana dengar sound sama di tontonin mana seni kalau ada tari nya ada alat tradisional nya itu baru seni harus di tonton,0
jawir di mari ada jawir jangan lari,1
bagaimana cara ngeblok konten seperti ini agar tidak lewat <EMOJI_FOLDED_HANDS_LIGHT_SKIN_TONE>,0
dari sekian banyak orang tidak ada begitu yang mikir ini kita benar kapai ya,0
srius saya tidak ada situ,0
tonton lampu sorot kanan kiri itu <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
cerdas jawa,1
sama saja wajah <EMOJI_LOUDLY_CRYING_FACE> <EMOJI_LOUDLY_CRYING_FACE>,0
anjir hibur sdm rendah memang beda <EMOJI_MOAI>,1
nama juga timur,1
begini amat bangsa indonesia banyak sdm rendah <EMOJI_FIRE>,1
indonesia vrindavan,1
ngapa selera pada rendah sih <EMOJI_MOAI>,0
asli vrindavan bagi indonesia,1
apa sih yang kalian cari woi <EMOJI_LOUDLY_CRYING_FACE> <EMOJI_LOUDLY_CRYING_FACE>,0
jawa kontol jawa babi jawa memek,1
moon maaf plekketiplek mirip vrindavan,1
myanmar nyata doyan begini juga ya,1
mau kata tapi habis kata <EMOJI_LOUDLY_CRYING_FACE>,0
cara ngatasi kerumun sdm rendah cukup diuncali granat,0
iq jawa minus,1
untung saya orang planet namek <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
saya yakin tidak ada asli orang jakarta dan sekitar tuh <EMOJI_LOUDLY_CRYING_FACE>,1
identifikasi bahasa lagu nya,0
mungkin lagi berhala,0
dokter tht mana weei <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
biasa itu budaya sih jawa,1
saya kira ngelihatin apa tadi saya tonton sampai habis video nya lah tidak tahu lihat speaker doang ya tuhan,0
untung di sumatra saya belum pernah lihat yang seperti begini,0
kalau di india lngah dikit jadi dewa,1
aduh saya yang orang jawa barat saja ikut malu diledekin orang kalimanatan sumatra sulawesi,1
seru apa sih anjir,0
sumpah tidak kuat dada saya mah pereus <EMOJI_LOUDLY_CRYING_FACE> apalagi kalau lihat langsung <EMOJI_LOUDLY_CRYING_FACE>,0
beritahu saya siapa sih yang pertama nyiptain,0
kenapa di indonesia <EMOJI_MOAI>,1
miris lihat jawa hibur nya sangat amat malu,1
ternak politis entar sudah milu baru panen <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
tahu anak anak tidak lulus tak,1
kurang hibur nih jawa vrindavan,1
zaman begini amat sekarang <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
moga ini di klaim malaysia ya amin tidak,0
biar asal kagak aku nabi dan al mahdi saja,0
ya allah please ini hanya di jawa saja beri mereka cerah,1
jawa jawa primitif memang <EMOJI_LOUDLY_CRYING_FACE>,1
deidara jatim seni adalah getar,1
nih orang orang pasti tidak pernah tonton dwp makanya heran lihat sound system gede itu <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
masuk spiker di lihat tak kira ada artiz <EMOJI_FACE_WITH_TEARS_OF_JOY> begini amt warga mereka,0
ini di vrindavan bukan bang tolong dijawa,1
kasihan vrindavan tidak dapat royalty dari the javu,1
kalau sudah aji pada sepi gilir kayak begini rame,0
india kah <EMOJI_MOAI> serius tanya <EMOJI_FACE_WITH_OPEN_MOUTH>,1
kerja supaya kalian ada hal yang harus kerja dan lebih manfaat,0
kakek zeus bilek wah ada mangsa itu <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
bangsa dongo,1
cari komen tebak daerah <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
benar antri tonton speaker ira ada artis,0
nyata banyak juga orang vrindavan di java ya,1
dwp versi low budget,0
dasar jawa,1
hibur orang kampung dijawa,1
negara orang sudah,0
apa yang di tonton lihat lampu warna warni ya yang sinar terang begitu jawir jawir,1
saja team piatu moga punah dari planet bumi ini,1
india timur kah,1
ini yang tonton yang bilang di medsos sdm rendah,0
sdm rendah sangat sangat,0
ini mah vrindavan <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
tidak pecah kah itu gendang telinga,0
kenapa banyak sangat orang yang hibur tidak jelas <EMOJI_LOUDLY_CRYING_FACE>,0
se antusias itu mereka dengan yang horeg,0
norak jamet ini mah,1
sudah ku bilang indonesia dan india itu tidak ada beda nya,1
ini di india kan,1
terus di sulawesi ikut hibur lihat kalian di pulau yang serba ada,0
tonton salon dong <EMOJI_LOUDLY_CRYING_FACE>,0
vrindavan sangat jatim,1
banyak sangat jamet kuproy alay nya orang orang sono muka muka kurang hibur dan ibadah <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
horeg belum kelar ada lagi yang ulah di jatim geng coba,1
spesel apa tonton sound horeq boleh beli masuk kubur kah yang aneh saja kalian,0
lihat tuh muka jamet,1
hibur orang mana coba tebak,1
kamu semua salah mereka tonton kelap kelip lampu,0
norak itu kah orang jawa,1
wajah asli vrindavan,1
kasihan ya warga vrindavan,1
pov anggur,0
muka muka vrindavan nya kencang sangat,1
itu apa di tonton kan hanya di dengar saja,0
terus apa yang mau di tonton itu cuman dengar musik terus yang jadi identitas hibur ini apa,0
jir banyak hama zombie sini,0
jamet jamet,1
saya heran nikmat nya mana nih jawa tengah kalau tidak jawa timur <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
saya yakin mereka daerah pecah vrindavan yang hilang <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
adab yang jauh tinggal,0
seni vrindavan,1
tonton yang tidak guna wkwk tidak manfaat nontnnkaya begitu,0
nyata satu daerah begitu semua ya <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
india ini mah yakin saya,1
hama semua isi nya <EMOJI_LOUDLY_CRYING_FACE>,1
yang di lihat apa sih,0
lampu yang hanya lirik kiri lirik kanan mending tonton kipas angin,0
mnusia mnusia maaf sdm rendah sekali,1
lain jawa,1
ada saja hibur orang orang aneh ini,1
itu speaker diliatin <EMOJI_LOUDLY_CRYING_FACE> kembali ke tahun an ini,0
jawa turun india nih mah,1
soundsystem kapai di rekam deh tidak beres nih orang,0
jawa jawa plis deh kapai sih kalian jawa,1
konoha lebih para dari vrindavan tonton sama selenggara sama sdm rendah,1
nyata sama saja sama masyarakat nya <EMOJI_FACE_WITH_TEARS_OF_JOY> ywdah gas terus sampai kuping congean <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
ini lebih parah dari vrindavan,1
arif lokal <EMOJI_FACE_WITH_TEARS_OF_JOY> ini yang mereka agung waris majapahit,0
sdm dangkal nomer di asia temggara <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
bibit india,1
maklumin saja orang sana sdmnya pada rendah,0
sdm umpan perang,0
wkwk apa yang di tonton <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
ya ampun orang jatim kok begini amat sih <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
lihatin orang gembel tempel di sound <EMOJI_GRINNING_FACE_WITH_SWEAT>,0
ada orang jakarta wkwk,1
muka nya jawir semua <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_LOUDLY_CRYING_FACE>,1
ini jawa apa india,1
tolong china kirim rudal dongfeng kesini,0
mana pada serius serius sangat wkwk,0
anak anak dengar gendang ngumpul,0
fix butuh diruqyah massal,0
jawa tengah jawa timur mirip sangat vrindavan heran,1
prindvan mode jawa,1
ini di vrindavan bukan sih <EMOJI_LOUDLY_CRYING_FACE>,1
segitu banyak punya sdm nya <EMOJI_CRYING_FACE> <EMOJI_CRYING_FACE> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
pasti jawa ini nih,1
itu mumpung lagi ngumpul tidak sekali di genosida saja,0
kapan ya indonesia pisah dari jawa,1
lihat begitu doang serius itu tidak ada apa nya lho kenapa pada suka <EMOJI_LOUDLY_CRYING_FACE> <EMOJI_FOLDED_HANDS>,0
pada budek kali ya <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
jawa nih bos <EMOJI_FIRE>,1
sumpah di situ tidak ada festival acara band begitu yang lebih asik di tonton,0
thaun tonton konser horeg bojog tuli kamu semua <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
memang apa ya guna nya nontn yang seperti ini mending bobok drmh habis ini waktu saja <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
ini di vrindavan kan tidak mungkin lah di indonesia,1
<EMOJI_FACE_WITH_TEARS_OF_JOY> dunia makin tidak masuk akal,0
mereka siap buat hancur mulai dari mana ya,0
vrindavan bgian mana nih bang,1
di rumah saja anyiing kalau hanya tonton speaker doang mah jamet kamu,1
npc semua,0
apa yang di tonton <EMOJI_LOUDLY_CRYING_FACE>,0
orang jawa kenapa sih <EMOJI_LOUDLY_CRYING_FACE> <EMOJI_CRYING_FACE>,1
dari wajah sudah lihat jelas sdm rendah,0
tidak ada beda sama di vrindavan,1
tuju indonesia karat <EMOJI_MOAI>,1
indianya indonesia ya pulau ini pulau jawa heran saya haus amat sama hibur hibur macam hoteg yang tidak menampilakan hal yang kesan hanya suara ribut yang ganggu itu juga di bela bela di tonton masyarakat di pulau itu nganggur semua kah sampai kurang kerja begitu,1
jawa timur bikin malu pulang jawa,1
saya kira ada yang nyanyi <EMOJI_LOUDLY_CRYING_FACE>,0
indonesia kurang kerja ngemis ngangur saja yang ramai,1
vrindavan part,1
cabang peindavan,1
pntes indonesia tidak maju kalau sdm nya kayak begini,1
amit amit,0
mereka bilang konser gratis tidak tau reog,0
simulasi padang mahsyar <EMOJI_FIRE>,0
orang jawa tidak bisa tanpa diam diri kalem di rmah,1
ndeso speaker saja jadi tonton <EMOJI_WINKING_FACE_WITH_TONGUE>,0
inti bukan sulawesi,0
sana tidak ada yang normal apa begitu,1
memang hama sudah rajalela,0
yang tonton apa itu hanya onggok kotak hitam yang tak gerak,1
siang hari malah nyalain lampu lighting <EMOJI_LOUDLY_CRYING_FACE>,0
astaga jawa <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
saya lihat begini rasa pengin ngejauh ini malah gerombol,0
apa yang di tonton kocak rumah be bisa tonton speaker kuping kamu pakai earphone kencengin sampai budek,0
jawir titis warga vrindavan,1
vrindavan konoha,1
ini di india kan <EMOJI_LOUDLY_CRYING_FACE> <EMOJI_LOUDLY_CRYING_FACE>,1
tonton sampai belek tonton sampai budek,0
gin sudut balut negara sana <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
mata tonton pikir ngelamun yang jago pikir pasti ingin caper bikin rusuh,0
kok begini amat punya rakyat <EMOJI_LOUDLY_CRYING_FACE>,0
selera begini amat,0
waktu kecil kurang hibur,0
tidak ada yang bawa korek apa,0
genetik vrindavan,1
hibur orang kampung <EMOJI_LOUDLY_CRYING_FACE>,1
ekspresi tonton sangat nikmat <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
kasihan ya banyak yang tidak kerja di vrindavan,1
yang tonton itu anggota silat hama sama orang vrindavan,1
asa speaker bisa beli sendiri sendiri deh,0
aktivitas jawa,1
duduk padat loker terlalu sedikit hm saya punya ide mumpung mereka sedang kumpul,0
kumpul orang orang tidak <EMOJI_LOUDLY_CRYING_FACE>,0
tonton speaker sih jawir <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
apa yang di lihat oalah jawa,1
hibur orang kampung yang belum pernah clubbing <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
sumpah aneh luar biasa mereka mereka ini kalah vrindavan,1
nontonin speaker dong,0
sdm rendah memang rame bang jadi maklumin saja,0
lama lama jadi vrindavan nih jawa,1
apa mereka semua sudah tidak ada rasa budek,0
harus fufufafa datang bagi susu jadi lebih perfect <EMOJI_FIRE>,0
ini benar india,1
oh ini tes kuat dengar ini <EMOJI_MOAI>,0
apa ini mending krj dapat duit dari pada ini dapat budek doang,0
yang tonton pasti pakai hodie dan masker celana levis,0
jateng dan jatim ini yang masih rendah sdm jadi wajar ump sana rendah <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
jual es teh laku tidak ya,0
konser di pulau jawa bagi timur ini ya,1
apakah ini budaya,0
mana spiker baru temu,0
tontonane wong plosok di jatim,1
jawa bagi hama kabupaten,1
itu yang jadi tonton apa lampu kelap kelip begitu <EMOJI_MOAI> <EMOJI_MOAI>,0
pulau inisial juta,1
jawa kalau tidak sound goreg gus gus,1
kurang hibur nih bos,0
kalau pikir pikir mending tidak usah tonton seperti tidak jelas kecuali ada nyanyi baru,0
gendang telinga aman semua,0
mau tidak komen kok ya gregetan <EMOJI_FACE_WITH_TEARS_OF_JOY> masak sound dtonton rek ya allah <EMOJI_FOLDED_HANDS_LIGHT_SKIN_TONE> <EMOJI_FOLDED_HANDS_LIGHT_SKIN_TONE> <EMOJI_FOLDED_HANDS_LIGHT_SKIN_TONE>,0
mereka pernah sekolah apa tidak ya,0
malaysia tidak mau kah klaim ini daripada rebut batik mending klaim nih sound horeg,0
sdm nya rendah kali ya wkwk,0
muka muka ganggu jawa,1
ini jawa jawa pada kapai tonton speker,1
tidur di rumah juga sudah dengar itu mah <EMOJI_LOUDLY_CRYING_FACE>,0
aura jamet nya sangat khas,1
negara baru canggih,0
kok saya yang malu ya <EMOJI_FACE_WITH_OPEN_MOUTH>,0
cukup di jatim saja daerah lain tidak sudi ada horeg,1
heran sama yang tonton wae kok gelem,0
hibur orang tidak didik <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
sdm rendah di pulau seberang,1
siapa yang mulai horeg pertama kali sih asli unfaedah sangat,0
jamet kabupaten di kampung vrindavan,1
astaga jawa begini amat <EMOJI_LOUDLY_CRYING_FACE>,1
entitas jatim memang real malu,1
apakah ini di korut kok diam semua orang nya <EMOJI_FACE_WITH_OPEN_MOUTH> <EMOJI_FACE_WITH_OPEN_MOUTH>,0
wkwk parah parah parah mereka saling tonton wajah lucu <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
sudah di kumpulin tinggal di,0
kesi selera orang di jawa sana pantas jokowi presiden priode <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
vrindavan awu,1
serius orang banyak itu tonton speaker kasihan benar ya sulit apa hidup mereka,0
hama hama nya,1
jamet semua yang tonton wkwk,1
seperti upacara pada diam <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
rame sangat ini mana ya,0
vrindavan ke,1
muka vrindavan <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
vrindavan ada juga di indonesia ira cuman di india,1
saking tidak ada hibur lain kah sana,0
kiblat mereka pasti vrindavan <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
orang idap kumpul,1
wow selera yang buruk <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
tolong mana letak seni,0
banyak sangat pengangurannya,0
saking kurang hibur masyarakat sana padahal kamu bisa dengar musik di rumah beli soun sistem yang rbu kamu dengar musik sambil tidur kan enak <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
sdm rendah deh hanya horeg gjls berisik,0
segitu banyak anteng semua <EMOJI_MOAI>,0
vrindavan cabang indonesia,1
kalau di lihat dari muka yang tonton pasti ras nya sama semua,1
tidak kerja kah,0
yang benar tonton apa dengar,0
kaum yang gamampu clubbing,1
tonton suara,0
wkwk jatim,1
orang orang pada kenapa itu tonton sound sistem blok,0
vrindavan lokal <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
mana serius semua tidak ada yang goyang,0
jawa bagi hama kabupaten,1
sdm rendah miris sangat,0
di medan ada konser artis ibukota tonton bisa hitung dengan jari,0
tanda tanda akhir zaman banyak jadi di di pulau jawa bahkan bagai bencana alam jadi di sana,1
bayang saja siang pakai lampu kelip <EMOJI_MOAI> paham kan sekarang kenapa yang jual agama juga rame ikut,0
india versi indonesia apa coba manfaat nya,1
angkat sdm klean woi,0
lagi lagi jawa <EMOJI_FIRE>,1
jelas ini bukan di indonesia apalagi jawa seperti ini di india <EMOJI_MOAI>,1
tidak ada bandnya di tonton tonton tunjuk apa sih,0
jangan marah kalau di katai hama <EMOJI_MOAI>,1
senang orang beda beda tapi ini aneh sangat anjing,0
jawa resah seperti mantan presiden,1
mereka ini yang bikin rata sdm indonesia jadi rendah,1
sudah pasti jawa hama,1
otak deh pecah pasti,0
seperti di vrindavan begini juga,1
serius tanya memang kriteria horeg bagus ini apa penasaran saja dengan segitu banyak yang suka padahal mungkin dalam hati juga komat kamit <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
hari tonton gnian tiba kuping keluar darah,0
bentar lagi tuh daerah jadi wabah budeg,1
hanya dar info ini lokasi di jawa timur tapi bukan di surabaya jadi jangan samaratakan seluruh kota di jawa timur,1
begini amat jawa,1
ya amvun mirip vrindavan,1
mungkin mau test kuat jantung makanya pada dekat <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
muka jelas jawa semua,1
manusia ini bahan politik <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
terus saja dan laku tiap hari <EMOJI_FACE_WITH_TEARS_OF_JOY> <EMOJI_FACE_WITH_TEARS_OF_JOY> telah itu gendang telinga pada rusak <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
itu video apa kocak,0
kencing unta <EMOJI_FACE_WITH_TEARS_OF_JOY>,0
malu ringan <EMOJI_CAT_WITH_TEARS_OF_JOY>,0
vrindavan bagi mana ini,1
ini jatim bukan jateng ya,1
esensi india sangat asa,1
bang nih korek sama bensin biar riah <EMOJI_FIRE>,0
di situ yang sehat hanya tukang parkir,0
kumpul orang go,0
biasa di temu di daerah jateng jatim wkwk,1
fix ini di india <EMOJI_FACE_WITH_TEARS_OF_JOY>,1
anjir benar benar jawa ya <EMOJI_MOAI>,1
