comment,label
Jawa timur bikin malu pulang jawa,1
Gw kira ada yang nyanyi 😭,0
Indonesia kurang kerjaan. Ngemis ngangur aja yg ramai,1
prindavan part 2,1
cabang peindavan,1
Pntes Indonesia ga maju² klo SDM nya kya gini,1
amit amit,0
Mrka blg konser gratis ngk taunya reogg,0
Simulasi Padang Mahsyar 🔥,0
Orang2 jawa gk bisa tanpa diam diri kalem di rmah,1
ndeso speaker aja jadi tontonan😜😜😜,0
Intinya bukan sulawesi,0
Disana gada yg normal apa gitu,1
Memang hama udah merajalela,0
yg ditonton apa itukan cuma seonggok kotak hitam yg tak bergerak,1
Siang hari malah nyalain lampu lighting 😭,0
Astaga jawa😂😂,1
gua liat ginian rasanya pgn ngejauh ini malah bergerombolan,0
apa yg di tonton kocak. dirumah be bisa nonton speaker. kuping lu pke earphone kencengin ampe budek,0
Jawir = titisan warga prindapan,1
Prindavan Konoha.,1
Ini di india kan????? 😭😭,1
Nonton smpe belek ❎Nonton smpe budek ✅,0
Ginilah sudut balut negara sana😂,1
Mata Nonton Fikiran Ngelamun🤣. Yang Jagoan Fikiran Pasti Ingin Caper Bikin Rusuh🤣,0
Kok gni amat punya rakyat😭,0
Seleranya gini amat,0
Waktu kecil kurang hiburan...!,0
Gk ada yang bawa korek apa?,0
Genetik prindavan...,1
Hiburan orang kampung😭,1
Ekspresi penontonnya sangat menikmati 😂,0
Kasian y bnyak yg gk kerja di prindavan,1
Yang nonton itu anggota pesilat hama.....sama orang2 Prindavan,1
Perasaan speaker bisa beli sendiri-sendiri dah,0
aktivitas jawa,1
Penduduk padat? Loker terlalu sedikit? Hmm aku punya ide... Mumpung mereka sedang berkumpul.,0
Kumpulan orang orang g😭,0
NONTON SPEAKER SI JAWIR😂😂😂,1
Apa yg di liat ? Oalah jawa,1
Hiburan orang kampung .yg belum pernah clubbing😂,1
SUMPAAAAAAAAAH... ANEH LUAR BIASA MEREKA MEREKA INI.. KALAH PRINDAVAN,1
🤣 nontonin Speaker Dong…!!!,0
SDM rendah memang rame bg...jadi maklumin saja...,0
Lama lama jadi prindavan ni jawa,1
Apa mereka semua uda gk ada rasa budek?,0
Harusnya fufufafa DTG bagi2 susu jadi lebih  perfect 🔥,0
Ini beneran india,1
Ooh ini tes kekuatan pendengaran ini🗿,0
Apa ini mending krj dpt duit dr pda ini dpt budeknya doang,0
Yang nonton pasti pake hodie dan masker celana levis,0
Jateng dan jatim ini yg masih rendah sdm jadi wajar ump disana rendah😂😂😂,1
Jual es teh laku ga ya,0
konser di Pulau Jawa bagian Timur ini ya?,1
apakah ini budaya?,0
dimana spiker baru ditemukan....,0
Tontonane wong Plosok di jatim,1
JAWA BAGIAN HAMA KABUPATEN,1
Itu yg jdi tontonan apa lampu kelap kelip gtu🗿🗿,0
Pulau inisial JT,1
jawa kalo ga sound goregg gus gusan,1
kekurangan hiburann nii boss,0
Kalau dipikir-pikir mending nggak usah nonton kayak nggak jelas terkecuali ada penyanyinya baru,0
Gendang telinga aman semua?,0
🤣🤣🤣🤣 mau tdk komen kok ya gregetan😂😂😂 masak sound dtonton rek? Ya Allah🙏🏻🙏🏻🙏🏻,0
Mereka pernah sekolah apa gak ya,0
Malaysia gak mau kah klaim ini drpd rebutan batik mending klaim nih sound horeg,0
sdm nya rendah kali ya wkwkw,0
Muka muka gangguan jawa,1
Ini Jawa Jawa pada ngapain nonton speker?,1
Tidur di rumah juga udah denger itu mah😭,0
Aura jamet nya sangat khass,1
Negara baru canggih,0
kok gw yg malu ya😮,0
Cukup di Jatim saja ..daerah lain ga Sudi ada horeg,1
Heran sama yang nonton wae.. ko gelem,0
Hiburan orang gk berpendidikan 😂🤣🤣,0
SDM rendah .  Di pulau seberang,1
Siapa yg mulai horeg pertama kali sih? Asli unfaedah banget,0
Jamet kabupaten di kampung prindavan,1
Astaga Jawa gini amat😭,1
ENTITAS JATIM EMG REAL MEMALUKAN,1
Apakah ini di Korut? kok diem semua orang2nya?? 😮😮,0
Wkwkwk parah parah parah mereka saling menonton wajah2 lucunya 😂😂,0
Sudah di kumpulin tinggal dii…,0
Kesian seleranya orang² di jawa sana. Pantas jokowi presiden 2 priode 😂,1
Prindavan awuuuuu,1
Seriusan orang sebanyak itu nonton speaker?? Kasian bener yak sesulit apa hidup mereka,0
Hama hama nya +62 🥴,1
Jamett semua yg nonton wkwk,1
Kaya upacara pada diem 😂,0
Rame banget...ini dmn ya??,0
PRINDAVAN KE 2,1
Muka2 prindavan😂,1
Prindavan ada juga di indonesia kirain cuman di india,1
Saking gada hiburan lain kah disana ?,0
Kiblat mereka pasti prindavan...😂😂😂😂,1
Org peridapan kumpul,1
wawww selera yang buruk😂,0
Tolong dimana letak Seninya @ak54ra,0
Banyak bgt pengangurannya,0
Saking kurang hiburannya masyarakat sana. Padahal lu bisa dengerin musik di rumah. Beli soun sistem yang 300rbu. Lu dengerin musik sambil tiduran kan enak😂,0
sdm rendah dah cm horeg gjls berisik,0
Segitu banyaknya anteng semua 🗿,0
Prindavan cabang indonesia.,1
Klo di liat dari muka yg nonton pasti ras nya sama semua,1
Ga kerja kah?,0
Yang bener nonton apa dengerin?,0
Kaum yg gamampu clubbing,1
Nonton Suara @nafafihuda,0
Wkwkwk jatim🤣,1
ORANG ORANG PADA KENAPAAA ITU NNTON SOUND SISTEM BLOKKKKKKKK,0
Prindapan lokal 😂,1
mana serius semua ngga ada yang goyang,0
JAWA BAGIAN HAMA KABUPATEN,1
SDM rendah miris bgt,0
Di medan ada konser artis ibukota penontonnya bisa dihitung dgn jari,0
Tanda tanda akhir zaman bnyk terjadi di di pulau Jawa bhkn berbagai bencana alam terjadi di sana.,1
bayangin aja siang2 pake lampu kelip2🗿paham kan skrng knpa yg jual agama juga rame pengikutnya?,0
India versi indonesia apa coba manfaat nya,1
Angkatlah SDM klean woi,0
Lagi lagi jawa🔥,1
Jelas ini bukan di indo..apalgi jawa..sepertinya ini di India..🗿,1
Ga ada bandnya di tonton.. 🤣 Nonton pertunjukkan apa sih?,0
Jangan marah klo di katai hama🗿🤣,1
Kesenangan org beda beda. Tapi ini aneh bgt anj,0
JAWA meresahkan kaya mantan presiden,1
Mereka ini yg bikin rata2 sdm Indonesia jadi rendah.,1
udh pasti jawa hama,1
Otaknya dah pecah pasti,0
Kyk di prindavan gini juga,1
Serius tanya.. Emang kriteria horeg bagus ini apa? Penasaran aja dengan segitu banyaknya yg suka (padahal mungkin dalam hatinya jg komat kamit) 😂,0
3 hari nonton gnian tiba2 kuping keluar darah,0
Bentar lagi tuh daerah jadi wabah budeg,1
hanya sekedar info ini lokasinya di jawa timur tapi bukan di SURABAYA jadi jangan samaratakan seluruh kota di jawa timur,1
gini amat jawa,1
Ya amvun mirip prindapan 🤣,1
Mungkin mau test kekuatan jantung makanya pada dekat² 😂,0
Mukanya jelas jawa�smua,1
Manusia2 ini bahan politik 😂,0
🤣🤣diteruskan aja dan lakukan setiap hari😂😂setelah itu gendang telinga pada rusak😂,0
Itu video apa kocak,0
Kencing unta 😂,0
malu ringan😹,0
Prindapan bagian mana ini?,1
Ini Jatim bukan Jateng ya,1
esensi india sangat terasa,1
Bang ni korek sama bensin biar meriah... 🔥,0
Di situ yg sehat cuma tukang parkirnya 🤣,0
Sekumpulan orang go,0
Biasanya di temukan di daerah Jateng/jatim wkwkw,1
Fix ini di india 😂,1
anjir bener bener jawa yak 🤣🗿,1
Gua mikir kalau deket2 sound horex jantung gua yg bergetar deh bukan kuping gua😅seru juga kalau ada tarian nya kali yak,0
11/12 prindapan,1
Lihat gini aja sampai Kya nonton sepakbola ya.,0
Siang” pakai lampu sorot😭,0
Hanya orang2 yg ngk punya kerjaan mau nonton yg kex gini 😂,0
Ini di PRINDAVAN atau dimana bang?,1
Udah cock di bom🔥,0
Harga mahal tpi kualitas kyk speaker 100 ribuan,0
Yng nonton JAWA semua 🗿,1
Aku kok isin Yo 😢,0
prindapan timur kah ini?,1
Jatim= prindavan ✅🗿,1
Mukanya ke nahan berak semua😭,0
Hedeh jaawa jaawa kelakuan aneh2 miris😏,1
Ini yang di tonton apanya ya .. Kocak,0
Lebih guna tidur sih klo gtu,0
Babay gendang telinga,0
disana sekarang tahun berapa min? 😭,0
Bersyukur bukan org jawa,1
Bukti bahwa di negara ini amat bnyak SDM 78 .... Suara n barang mati koq ditonton ......,0
😭😭😭 sound kan gk goyang kok diliatin,0
Pada mau ngetes gendang telinga 😂,0
Kumpulan jawa� prindapan,1
Uda di penghujung tahun 2024 tp makin kacau,0
Pengangguran lg pd ngumpul,0
sangat digemari oleh kalangan masyarakat ✅,0
Muka muka jawir prindapan,1
Sedih liat kalian begitu.kya gx mikir,0
Kasihan 😂😂,0
Pantes dulu di sebut india timur 😂,1
Didalam otaknya tuh yg dipikirin apasih orang orang kek gini?😭,0
ohh ini pasti domisili kuala lumpur,1
Norak nggak sih 🗿,0
Semoga telinga kalian pecah semua yg suka ama acara kyk gitu.,0
Ini prindavan atau jawa sih?🗿,1
Cba yg bom2 bunuh diri lari nya perkumpulan bgni duh seneng bgt dah,0
Benar tidak dipungkiri emang tatapannya prindapan banget 🔥🔥,1
pada kena gangguan JAWA,1
Sisi gelap jawa hama,1
Kok aku liat kayak pridavan😭,1
pantes menang🤣,0
Pentingnya asi eksklusif waktu usia dini,0
SDM rendah Kumpulan Jahiliyah 🤣,0
Minta maaf gak sama India woii,1
Bjir nonton suara,0
BERUNTUNG BANGET SAYA LAHIR DI LOMBOK 🤣,0
Jawa Timur pasti,1
Emang ga meledug tuh telinga?,0
Tiba tiba pen pindah negara🗿,0
Waduuuh ...ramai banget tuh keliatannya di prindavan,1
Pasti jawanesia 🗿,1
JAWA = HAMA BANGET NGENTOT HAMA SUPER SUPER HAMA,1
Liat apa? Di rumah jg bisa liatin speaker sambil rebahan😭,0
Tau lah kan pulau mana yg masih banyak SDM rendah😂,1
Pulang nonton lansung nyembah sapi,1
Pecah gendang telinga berjamaah 😭,0
Ngakak lihat komennya 🤣,0
Kualitas prindavan menyedihkan...,1
kayak di India tapi bukan di India 🗿,1
Ini kenapa sih pada kenapa serunya dmn coba😭,0
Hmmm jawa,1
Klo di tempat Inn di tanah lapang kaya gini ya gpp juga.... Yg jengkel klo dinyalain di pemukiman... Namanya cari ribut... Aksi sok jago,0
Ya Allah JAUHKANLAH WARGA JAWA BARAT DARİ SESUATU HAL YANG TAK BERFAEDAH Seperti İNİ... BİARKAN tetangga saja Yang menikmatinya tidak dengan provinsi kami...,1
apaan hey apaan 🥲 sedih nyiw ah,0
Lagi mencari menarik nya dimana 🗿,0
Bjiiirrrr tidak bisa berkata 2 lgi melihat prindavan,1
yg di tonton apasi pada diem dengerin itu lagu😭🤣,0
Trauma ndelok sound🗿,0
Rohingya ngumpul,1
Aduuh aneh jg ni warganya 🗿🗿🗿🤦🏼🤦🏼🤦🏼,0
Apa sih !? Yang ditontonin itu APAAA!??? Kok mau banget sempit²an gitu cuma buat spiker aja? Pada ga ada kegiatan kah?😭,0
Laaa suara nya ampe pecah bgitu dimn enaknya coba lagunya jdinya trus cm dgrin suara kek gtu gk liat yg nyanyi apa gtu mending dgr musik sendiri dirmh pake salon sendiri mending lebih jelas murni suara nya 😂😂,0
jawa dengan kesibukan nya,1
Lah rame2 di kira liatin apaan 🤣,0
hiburan kaum kumuh,1
Malu jadi orang jatim,1
Aura jawanya sangat kental,1
Yg nontonnya kehipnotis sama sound pd ngahuleng kitu,0
J-Team aib Javva🤣,1
Ya Allah kirain nonton DEWA 19....Ternyata😢😢😢,0
Yang di liat apa ?,0
Jatuh kan bom di jawa hama,1
Ya ...maklum aja di pelosok ndeso kurang hiburan beda sama kota besar .....,1
Agak laen ya negeri prindavan,1
Mending tidur 🗿,0
Untung gk lahir di sana,0
Manusia jamet ini lagi ngumpul nih,1
Astagfirullah sejak kapan vrindafan tapi wajahnya indo,1
Yg dilihat apanya njirr🤣🤣🤣🤣 kupingnya ga pada pengang apa,0
apa yang dipikirin penonton nya ya aneh,0
mereka² yang mendengarkan hanya lewat hp,0
Indonesia ku😭😭,1
SDM jawa masuk rekor terendah di dunia,1
Rasanya gak percaya kalo ini terjadi di negri indonesiaku..miris,1
Selera bukan malah maju tapi malah mundur..Prindavan JawaTimuran..,1
BIASALAHHHHH ..KAMPUNG,0
Selagi gak jual agama tetap menyala🔥🔥🔥,0
Kumpulin ledakin 🔥,0
Bilangin ke suku Jawa kondom udah tersebar di seluruh tempat perbelanjaan,1
Masak ini dibilang oknum banyak itu jawa,1
Bukti indonesia susah maju karna masih ada mereka2 ini SDM RENDAH mana suku mayoritas lagi😂😂kita srring mengolok2 india tapi liat gini an jadinmalu sendiri,1
Mending kerja cari duit ketimbang gitu 🔥,0
Kuat amat tu telinga dekat speaker segede gaban,0
Suka heran tp ini Java,1
prindapan bagian j-team 🤣,1
Bener bener 🤣🤣🤣🤣 woyy bubar ga lu pada ...ngapain woyy lu berjemur disitu 🤣🤣🤣,0
Kemaren saya di ajakin temen saya nonton sound horeg...dan saya gk mau ..apakah saya berada di pilihan yg benar...?,0
Makin hari makin aneh aja negeri Konoha ini,0
Nggak heran indo jadi target perdangangan judol😂,1
Knpa org susah dmen nya yg tmbah nyusahin yak 😭😭 apa ga bisaaaa gtu antenggg di rmh atau cri duit gausah aneh2😂,0
ada ya di Indonesia manusia kek gini😂😂😂😂asli aneh si menurut gw,1
njirrr ga ketolong lagi ini,0
hadeuh jawaa --2,1
WKWK APA BEDA NYA NONTONIN SPEAKER YG ADA DI RUMAH 😂😂😂,0
india bagian timur kah,1
Desa gua terkena virus tahun skrg ada  sound horeg co😭😭,0
Loh kok?? Aduuh kok kyk lihat parindapan gt y. Ternyata msh byk SDM rendah di sana,1
Event perusak telinga🗿,0
Jamet boodh,1
Pemerinta jatim kmna aja nih warga nya gini,1
Kegiatan unfaedah,0
Prindavan persi jwa,1
Kenapa gendang telinganya ngga copot?😭,0
dari muka muka nya aja uda keliatan sesuai sama selera nya🗿,0
Pas di bilang hama gak boleh😘🙏,0
Orang kampung semua,0
Kirain india ternyata j,1
TERBARU DAN TERVIRAL!! beginilah cara curek kuping tanpa cotton bud🗿,0
penonton sound horeg sama penonton jarkep ya sama² lah mereka wkwk,0
Kalo mereka nonton dewa 19 atau so7 gratis gimana yah😂,0
Jawa-Hama,1
Harusnya dengerin sambil rebahan,0
JAWA APAA NI WKWKW,1
Kaya prindavan anjir pada bengong,1
Jatimm sdm rendah sodara,1
pecinta Jokowi,0
Pasti di jawa ini kkwwkw,1
Lah gua lihatin orang yang lihatin speaker,0
Sound diem di liatin 😂,0
Manusia primitif keluar dari pedalaman hutan🗿,1
Iya emg sebanyak itu org yg....,0
Kasihan hiburan negara mundur Sdm rendah..The real Pridavan Asean,1
Apa aja ada di jawa. Ampun dah.,1
kalo gak tengah ya timur 🤐,1
Pentingnya Kondom,0
Tebak daerah 🗿,1
Terlalu banyak SDM rendah daerah mna ini,1
SDM rendahan kurang hiburan,1
Hiburan sdm jawa emng beda.,1
banyak juga jamet di indo 🤣🤣🤣,1
Astaga....trus ini apanya yg di tonton.... Bikin gendang telinga rusak iya .. prindapan,1
Pentingnya imunisasi saat bayi 😢,0
Ini di india,1
Ini pasti di JAipur TIMur😂,1
Telinga jatim dan matanya agak lain,1
Dah lah mending wajib militer 😂😂😂… itung2 memperbaiki sdm.,0
Cikal bakal Bangladesh,1
Jawa ada aja sifat malumaluin indo nya,1
Musiman paling nnti musnah,0
Yg dinikmatin apanya sih? Serius nanya... Mending dengerin pake headset di rumah gak ganggu orang banyak ya kan....,0
Mau heran tapi j-team,1
Jawa pada kenapa dah,1
Saking habisnya kesenian jadi yg ga jelas bginipun dijadikan kesenian.😢,0
makin sama kaya prindapan,1
Tolong kalo bisa buat negara sendiri aja sih malu gua ngakuin nya kalo ini tu sebangsa sama gua.,1
Ketika masyarakat pertama kali melihat teknologi🤣,0
Pasti para pengangguran semua...,0
Sound nya uda rusak banget tu,0
Berasa di prindavan,1
Jgn tanya daerah mana?,1
hama mna ini,0
Yarin dah... gada hiburan laen x 😂,0
Yakin bukan Sumatra,1
Gue kira d rock am ring🗿,0
sebutkan manfaat,0
MEREKA KOK BANYAK PUNYA WAKTU LUANG?,0
Itu yg nyanyi dmn.? 😂 orang sana emang iq rendah gt.?,1
Sekolah Dasar Menengah rendah,0
Jaipur dan J-Team adalah 2 kota bersaudara,1
Kok lama2 kyk india ya😭,1
Yang jelas ini bukan dijawa ya 😂,1
apakah ini oknum java,1
Percis kaya India dan Banglades anjir 😭,1
Kumet=kumpulan para jamet,1
Yang ditonton apa? Mending ke Taiwan/hongkong kerja dah ketimbang kek gitu 😢,0
Jawa pride nihhh boss bom dong,1
Dari pada lu pade berdiri nggk jelas mending lu pada pulang bersihin rumah,0
anjirr berasa aneh banget si ngapain berdiri lihatin sound doang jirr 😭,0
Jawa jawaa Menuin imecjt Negara aja,1
Jamet Jatim Jancok,1
Kaya suara kentut,0
Yha gimana rata2 iq rakyat indonesia cuman 74,1
PASTI INI DAERAH JAWA TIMUR HADEGH,1
Ini td rohingya bagian mana gaes?,1
Ini bener di balik sond horeg ada hipnotis nya smpe segitu banyak y orang yg datang padahl ga ada yg di tonton aneh mmang aneh tpi ini nyata,0
JAWA JAWA JAWA 🤣,1
#jawamemangbeda,1
warga bansos yg gampang d pengaruhi,0
kya gini laku ya dijawa,1
Jangan sampai menular ke luar pulau Jawa 😭,1
Makannya sekolah yaa kawan kawan,0
Esensinya apaan anjir,0
Payah,0
Yang ditonton apanya dah sampe membludak gitu ? Ada biduan seksinya ?,0
Org2 tanah Jawa bagian timur sangat merindukan di kutuk oleh leluhurnya,1
Sdm butuh hiburan 😢 😮,0
Nontonin shoun buat apa jir mending kerja😂,0
Sama yg di budaya kan di india,1
Serumpun sama ???? kek gni,1
apasih jadi kaya India ih,1
hentikan ritual ini,0
Ah Belanda jajah lagi aja,0
Rohingnya Indonesia 🗿,1
Jawa = Prindavan,1
Mana banyak lagi yg nonton 😭🤣,0
kesibukan orang orang jawa yang ekonomi nya susah🤣🤣,1
berisik bgt prindavan versi jawa,1
Itu kepalanya ada otaknya gak yah?,0
Kok seperti ngeliat warga prindapan ya?,1
jawa timur🤦🏻‍♀️,1
Lucu orang� JAWA ini speaker aja di tontonin efek kepadatan penduduk dan kebanyakan pengangguran.,1
jadi inget vidio supir truk kecelakaan kejepit di india🗿,1
Namanya juga Jatim,1
Mirip di peradaban pridavan 😂😂😂,0
Prindavan cabang??? Speaker di tonton 🤣🤣,0
Yg mo di tonton apaan ya cuma sound doang hadeh,0
JAWAAAAAAAAAAAAAAA,1
Generasi Perindapan,1
Bahagia orang beda²...,0
SDM RENDAH DI SANA😂😂,0
Pasti baunya sampe ke langit ketujuh,0
Andai gua  punya stok banyak C4 udah ilang itu semua,0
Siapa sih yg awalnya bikin hiburan sound horeg ga jelas gini😭😭😭,0
Seperti kata coki (seni itu adalah ledakan) 🔥,0
Orang nya malah termenung terpaku nontoni speaker...face face kyk orang prindavan coba lihat di tv ato YouTube orang prindavan klo lihat tontonan,1
Wah bibit india bagian mananya ini,1
Tebak provinsi,1
Keliatan prindavan nya Wkwkw,1
Dimana ini tolong dijawa,1
Jantung aman Deket suara kerass kek gt?,0
Tebak pulau? Dan spesifikasi tempat,0
jawa byk cerita😂,1
Emang dari jauh gk kedengeran ya.,0
Ayo tebak berapa orang yg udah mandi,0
Nonton suara doang yaallahhh 😂,0
Yang direkam apa bjirr😭😭,0
Prindavan versis konoha,1
Org sbnyk ini kalau di pindahin ke negara yg kurang penduduk berguna ga ga?,0
Segitu banyaknya jamet di indo ternyata🗿,1
Beda pulau beda SDM,1
Ini yg d nonton speaker?,0
Apakah ini semacam genjutsu ??,0
Produk jawa,1
gendang2 telinga aman?,0
Kek temen gw suka nntonin horeg @andjenny_,0
Dokter tht siap2 kebanjiran pasien diasana,0
nontonnya apa nya? hamanya?,0
Indianya Indonesia nih bos,1
Enak nih kalo tsunami,0
pdhl speaker nya udah pecah bunyi nya😂😂 mending beli jbl 3 dan denger di bilik,0
Kira� pemerintah bisa buat selat ga sih buat misahin jatim sm jateng,1
Pntesan jokowi d jatim menang terus ternyata SDM rendahnya bnyk bNgeeeer..,1
Hama nya banyak bat anj,1
Hati² pulang kerumah tiba² saraf nya putus,0
Sumber daya manusia,0
Jawaaaaa @wahyukimm @kukuharifhimawan @irvanyeaz,1
Sdm rendah wkwk suara tuh di liat buakn didengerin😂,0
Gw saranin pemerintah bikin aturan program kb satu anak lebih baik di pulau j*wa wkwkw,1
SOUND SEMPER GITU D BAWA2 🤣,0
anda pernah punya tetangga kaya gini? biasa lagunya apa coba?? 🤔,0
Jangan kan kalian yg daerahnya gak ada horeg gini. Gua yg daerahnya ada soud horeg gini aja merasa aneh liat manusia2 kek gitu 😂😂😂,0
Ja team memang banyak keanehan mulai horeg gus gusan,1
gak nyampe guaaaa apa yg mereka suka,0
Bayangin segini banyak manusia yg menjadi beban pemerintah,0
Kok jawa ini makin hari makin melemah pola pikir org2 desanya😭,1
Apaa yang di liat ???,0
Sebut pulau? 😂,1
Wir jawir,1
kalo tukang donat keliling pake sound pasti diikutin😂 emang selawak itu jatim🤣🤣,1
Daerah ini unik sekali jangan di ganggu supaya TDK meluber ke daerah sebelahnya,1
Ini prindavan kan,1
persis di prindavan bedanya ini soundya rapi aja vibes nya sama,1
Telinga nya pada kuat2 ya 😂,0
Itumah  Orang nonton Orang. Yg cewe nyari cowo  yg cowo nyari cewe  tempat horeg hanya tempat titik kumpul saja 🗿,0
Jatim emang beda 😭😭,1
Berdiri melongo hanya sekedar 😭😭,0
JATIM : JAipur TIMur ????????????,1
India ya ini bukan di indo jadi gausah panik,1
Serius dah ini semua pada gak ada kerjaanNgapain nonton beginian??,0
Mngkin jatim prindafan...,1
miris bat sdm jawa,1
Fungsi nya apa😭,0
kaumm apa ini Rohingya kahh😭😂,1
Jawa perlu di tsunami. Biar ilang orang² kek gini,1
Kaum jawa hama prindapan,1
Terlalu jawa untuk tidak dihina,1
Berarti emang mereka seleranya kyk gini ya? tontonanya yg mrekak suka kyk gni ya? 🤣🤣🤣,0
Semoga di desaku nggak separah ini,0
baru kali ini liat suara ditonton biasanya didenger,0
Generasi Emas Pada Ngumpul,0
Lihat jawa jawa primitif itu Patrick.,1
Udh di suruh pemerintah KB malah ngeyel,0
Kyk orang pedalaman yg baru liat speaker 🤣🤣,1
prindapan cabang jatim,1
Pasti Orang Jawa ini,1
Itu pengangguran semua kah? 🙏😭,0
Prindavan cabang India❌  prindavan cabang Jawa ✅,1
Nonton konser yg enak aja gua males apa lgi nonton begini ogah rasanya,0
Muka2 prindapan 🤣,1
2025 ganti rakyat🤣,0
IQ berapa katanya kak?,0
JAWIR NIH 🗿😂,1
Layak di sebut hama,1
Zaman Jahiliah,0
Jaipur Timur,1
susah bgt dicerna oleh akal sehat,0
😭sedih lihat orang Jawa kasihan,1
Dimana keseniannya ? Mana yg ngisi acara? Itu cuma speaker doang sma lampu goyang njir😭😭🤣,0
Org² kok pada sehat denger suara horeg??😭 aku loh kemarin ke kondangan padahal bukan suara se kenceng itu tp jantungku gak kuat banget😭,0
Dikala timnas Indonesia sudah mau masuk ke piala dunia,0
Para penyembah berhala sound🤣,0
jatim jatim,1
Kurng hiburn...ngak takut efek pikun itu yg nontn.,0
5 tahun kemudia semua warga pada Budek telinganya😂😂🤣,0
Tutorial otw budeg berjamaah,0
Itu pulang² kuping nye pada meleleh alias congean,0
Kira kira berapa jumlah mereka🧮,0
Yang gw heran ada spesies cwe juga🤣,0
Masih jauh negara ini untuk jadi negara maju... 🤦🏽‍♂️,0
Jatim ga heran bang wkwkw Jateng ga kekgitu,1
Prindafan pindah ke Indonesia✅,1
Itu lampunya buat apaan dahh 🤣,0
Menuju jejak prindavan boy😎🔥,1
Mereka mulai sadar..namun yasudah lah😂,0
Selagi tidak merusak dn ditempatkan di tempat yg layak musik horeg aku akui keren.,0
Yang nonton dan pergi ketempat sampah lebih banyak dari pada ketempat IBADAH😢,0
Lampu sorot fungsinya apa siang2 gitu?Nyaingin Motor Beat apa?,0
TONTONAN ORANG JAMETTT,1
semakin jelas kerendahan sdm JATIM,1
Napa diem semua kayak diputerin lagu gloomy sunday😂,1
Jowo norak,1
Jawa🫱🏼‍🫲🏽india,1
Trus yg di liat apaan?? Kasta terendah,1
Negara yg tak mengenal kondom,0
Mending nonton Upin& Ipin 😂,0
Pasti J lagi,1
Jawa Hama🗿,1
Disisi lain... Ini menunjukkan angka pengangguran begitu tinggu,0
selera sih,0
Berasa kayak lihat tingkah pridavan india bangladesh,1
sumpa kaya prindavan bgt vibesnya,1
Ohh ini yang katanya pulau dengan SDM yang tinggi?,1
Manusia primitif prindavan,1
Nontonin apaan ??? Gaada siapa siapa 😢,0
emg aga lain sih Jatim 🗿,1
sound segede itu gaada yg joget satupun🗿,0
gak produktif,0
jamet cuih,1
Pada ngapain nontonin speaker woy 🤣,0
Baru keluar goa,0
Ada temen gue anjirr,0
Kasian haus hiburan orang kampung,1
Jawa sdm rendah,1
Mana gada yg joget lagiii,0
Bau matahari,0
vibes nya kaya warga prindavan🗿,1
balik balik caronge,0
Ini bukan di Indo kan? Soalnya gamungkin warga indo kek gini,1
Barusan lewat reel org prindavan pd bengong lg nontonin sound juga😭🤣🤣,1
Gak habis pikir dah hiburan orang² ini,0
🗿🗿🗿RIP GENDANG TELINGA,0
jawa ni bos...kaum kaum otak buntu,1
Apa yang lu tonton?,0
malah cosplay prindapan,1
j.a.w.a hama,1
lagi terapi telinga wkwkw,0
Gak nyangka ternyata begitu banyaknya SDM rendah di negeri ini,0
Yang jelas ini bukan di indonesia,1
Saingan org2 prindavan 😂😂😂,1
Bener² kayak di india. 🤣,1
SPJ ( Sudah Pasti Jawa ),1
orang sana tampangnya susah susah pantesan seleranya rendahan gini,1
Cukup berat memang beban kita untuk memajukan negara ini,0
Akhu orang jhakartha☝🤓,0
Kotak berbunyi kok ditonton.....? Emangnya lucu kotak hitam yg kluar suaranya? Hhhhhhhhhh,0
Udah pasti JAWIRRRRRR🔥,1
Mereka yg nonton kok sy yg malu ya😂,0
@kgmemen67  tidak Mugkin SDM tinggi hadir hanya untuk dengerin sound😂😂😂,0
saya masih heran 😢✅,0
Kayak prindavan..,1
Mukanya jamet semua,1
Pix ini di india,1
hobi orang2 tolol ber SDM rendah akut..,1
hama jawa dengan iq rendah,1
Ini yg di bilang orang jaman dulu radio di tonton tv di dengerin. Son di tonton 🤣🤣🤣,0
Klo di sini di sebutnya norak! Ga tau di tempat kalian apa,0
Jaipur Timur emang beda. 🗿,1
kira kira hama kyk gini kapan musnah dari jawa,1
SDM tinggi semua yang liat,0
Yg nonton jamet semua 🤣😭,1
Maending cari duit lu.  Ngapain nonton bgtuan..,0
G ada org cina,1
Yg nnton msih sjenis hwan sprt mreka,1
india🤣,1
Nonton apaan tuh....ga guna bgt. Bener2 msh byk SDM rendah negeriku,0
Prindapan ❌. Jawa✅😂,1
Sehat sehat kalian orang normal,0
2025 Alat bantu Dengar laris😂,0
Salah camera,0
@mif.rozaqq udah pasti orang jawa fix,1
Sungguh memprihatinkan,0
Pda g punya kerja?,0
Sedih bgt liatnya,0
Tontonan wong Plosok di jatim,1
Tebak pulau yuk🏃,1
Kukira kuli gatau nya....,0
INI HALAL BUAT DI BACOTIN,0
Lighting di siang hari 🗿,0
Serius yg suka kek begini bnyk bngt ternyata 😭💔,0
Apanya yg ditonton?selera rakyat kita kok gini amat😭,0
Sulawesi kah?,1
tebak daerah ayo jawa,1
Kalian ngapain 😭??emang kurang kenceng ya suaranyaa hahaha,0
Bushett cm liatin sound sistem. Aph ga pegel berdiri desak2an tuh. 😂😂😂,0
